id,name,accession
4244,Sema6d,MGI:2387661
4245,Cacna1i,MGI:2178051
4246,Plcxd2,MGI:3647874
4247,Nova2,MGI:104296
4248,Robo3,MGI:1343102
4249,Cd47,MGI:96617
4250,E430025E21Rik,MGI:2146110
4251,Hs6st3,MGI:1354960
4252,Tcerg1l,MGI:1917821
4253,Zmat4,MGI:2443497
4254,Inpp4b,MGI:2158925
4255,Hs6st2,MGI:1354959
4256,Samd7,MGI:1923203
4257,Kndc1,MGI:1923734
4258,Chd5,MGI:3036258
4259,Ica1,MGI:96391
4260,Ndrg4,MGI:2384590
4261,N28178,MGI:2140712
4262,C230086J09Rik,MGI:2443423
4263,Fam5c,MGI:2443035
4264,Oraov1,MGI:1919534
4265,Sik1,MGI:104754
4266,Pcdhb9,MGI:2136744
4267,2610109H07Rik,MGI:1917683
4268,Myo10,MGI:107716
4269,Snhg11,MGI:2441845
4270,Shb,MGI:98294
4271,Slc1a6,MGI:1096331
4272,Slc6a5,MGI:105090
4273,Slc36a1,MGI:2445299
4274,Scn3b,MGI:1918882
4275,Tnr,MGI:99516
4276,Sorbs2,MGI:1924574
4277,Ppip5k2,MGI:2142810
4278,Slc22a8,MGI:1336187
4279,Kctd1,MGI:1918269
4280,Ntm,MGI:2446259
4281,Elmo1,MGI:2153044
4282,Fam57b,MGI:1916202
4283,Accn1,MGI:1100867
4284,Pcdh20,MGI:2443376
4285,Ly6h,MGI:1346030
4286,3110082D06Rik,MGI:1920485
4287,Lrrtm4,MGI:2389180
4288,Epha5,MGI:99654
4289,6330406I15Rik,MGI:1917967
4290,Fam19a4,MGI:2444563
4291,E130008D07Rik,MGI:3584523
4292,Synpr,MGI:1919253
4293,Ebf3,MGI:894289
4294,Ccdc88c,MGI:1915589
4295,Mir297a-6,MGI:3718468
4296,Mir297-2,MGI:3619320
4297,Mir297-1,MGI:3619319
4298,Mir297a-5,MGI:3718467
4299,Mir297a-4,MGI:3718466
4300,Mir297a-3,MGI:3718465
4301,Mir206,MGI:2676881
4302,Mir210,MGI:2676886
4303,Mir654,MGI:3718556
4304,Mir672,MGI:3629959
4305,Mir574,MGI:3718549
4306,Mir467c,MGI:3718539
4307,Mir669a-1,MGI:3629611
4308,Mir669a-1f,MGI:3719589
4309,Mir669a-1h,MGI:3719591
4310,Mir669a-2,MGI:3629622
4311,Mir669a-1d,MGI:3719587
4312,Mir669a-1c,MGI:3719585
4313,Mir669a-1i,MGI:3719592
4314,Mir669a-3,MGI:3629609
4315,Mir669a-1j,MGI:3719593
4316,Mir669a-1e,MGI:3719588
4317,Mir669a-1k,MGI:3719594
4318,Mir669a-1g,MGI:3719590
4319,Mir669a-1b,MGI:3719584
4320,Mir665,MGI:3629896
4321,Mir207,MGI:2676882
4322,Mir296,MGI:3619269
4323,Mir678,MGI:3629884
4324,Rnf182,MGI:3045355
4325,Vstm2a,MGI:2384826
4326,Asns,MGI:1350929
4327,Coch,MGI:1278313
4328,Rftn1,MGI:1923688
4329,Apbb2,MGI:108405
4330,Nxph4,MGI:1336197
4331,Astn2,MGI:1889277
4332,Tmem145,MGI:3607779
4333,Kif26b,MGI:2447076
4334,LOC631910,LOC631910
4335,Il1rapl1,MGI:2687319
4336,Amigo2,MGI:2145995
4337,Parvb,MGI:2153063
4338,Nos1,MGI:97360
4339,Nrg1,MGI:96083
4340,Ntrk1,MGI:97383
4341,Nptx1,MGI:107811
4342,Cdh10,MGI:107436
4343,Cdh8,MGI:107434
4344,Cbln2,MGI:88282
4345,Shisa7,MGI:3605641
4346,Rprm,MGI:1915124
4347,Dbc1,MGI:1928478
4348,Gzmn,MGI:2675494
4349,D930028M14Rik,MGI:3687343
4350,Cdk14,MGI:894318
4351,Sall1,MGI:1889585
4352,Tonsl,MGI:1919999
4353,Pcca,MGI:97499
4354,Paics,MGI:1914304
4355,Ephb2,MGI:99611
4356,Cx3cl1,MGI:1097153
4357,Prim2,MGI:97758
4358,Abcd2,MGI:1349467
4359,Ung,MGI:109352
4360,Fiz1,MGI:1344336
4361,Psrc1,MGI:1913099
4362,Nmral1,MGI:1915074
4363,Smc2,MGI:106067
4364,Cand2,MGI:1914338
4365,Cenpj,MGI:2684927
4366,Gpm6b,MGI:107672
4367,Pvalb,MGI:97821
4368,Qpct,MGI:1917786
4369,4931406H21Rik,MGI:1924842
4370,2510009E07Rik,MGI:1919440
4371,Zfp488,MGI:2686052
4372,Ier5l,MGI:1919750
4373,Tgif2,MGI:1915299
4374,Akna,MGI:2140340
4375,Kifc1,MGI:109596
4376,Chd7,MGI:2444748
4377,LOC434335,LOC434335
4378,Rad51,MGI:97890
4379,Cbfa2t2,MGI:1333833
4380,Man1c1,MGI:2446214
4381,Plxnb2,MGI:2154239
4382,Gcap14,MGI:101859
4383,Cdhr1,MGI:2157782
4384,Rdh5,MGI:1201412
4385,Npc2,MGI:1915213
4386,Cdca3,MGI:1315198
4387,Chaf1b,MGI:1314881
4388,Kif23,MGI:1919069
4389,Sipa1l2,MGI:2676970
4390,Nhlh1,MGI:98481
4391,Rcc2,MGI:1919784
4392,Mpdz,MGI:1343489
4393,Arhgap11a,MGI:2444300
4394,Fbxo5,MGI:1914391
4395,Rrm1,MGI:98180
4396,Ctxn1,MGI:88566
4397,Hsd11b2,MGI:104720
4398,Shf,MGI:3613669
4399,Mybpc1,MGI:1336213
4400,Ect2,MGI:95281
4401,Slc17a6,MGI:2156052
4402,Gabrd,MGI:95622
4403,Rpa2,MGI:1339939
4404,Nasp,MGI:1355328
4405,Rasgef1c,MGI:1921813
4406,Itch,MGI:1202301
4407,Prdx6,MGI:894320
4408,Hist1h1t,MGI:1888530
4409,Hist1h1b,MGI:1861461
4410,Mn1,MGI:1261813
4411,Eif2c1,MGI:2446630
4412,Psmg1,MGI:1860263
4413,4932438H23Rik,MGI:1921637
4414,Rpa1,MGI:1915525
4415,Ephb1,MGI:1096337
4416,Vit,MGI:1921449
4417,Pnrc2,MGI:106512
4418,Gbas,MGI:1278343
4419,Rasa3,MGI:1197013
4420,Fam167a,MGI:3606565
4421,Tmem47,MGI:2177570
4422,Gm382,MGI:2685228
4423,Pea15a,MGI:104799
4424,Pgpep1,MGI:1913772
4425,Crebzf,MGI:2675296
4426,Cd164,MGI:1859568
4427,Sdf2l1,MGI:2149842
4428,Pcna,MGI:97503
4429,Prex1,MGI:3040696
4430,Mlc1,MGI:2157910
4431,H2afv,MGI:1924855
4432,Fgf17,MGI:1202401
4433,Psat1,MGI:2183441
4434,Cpne2,MGI:2387578
4435,Cxcr4,MGI:109563
4436,Ckm,MGI:88413
4437,Il12rb2,MGI:1270861
4438,C230030N03Rik,MGI:3045297
4439,C230071H18Rik,MGI:3026916
4440,Zfp187,MGI:3531417
4441,Metrn,MGI:1917333
4442,Xpnpep2,MGI:2180001
4443,Dtx4,MGI:2672905
4444,Smc4,MGI:1917349
4445,Ctbs,MGI:1921495
4446,Slc39a1,MGI:1353474
4447,Sass6,MGI:1920026
4448,Mesdc2,MGI:1891421
4449,Myo1b,MGI:107752
4450,2310033P09Rik,MGI:1915112
4451,Rassf4,MGI:2386853
4452,Cachd1,MGI:2444177
4453,Pard3b,MGI:1919301
4454,Shc3,MGI:106179
4455,Tmem138,MGI:1920232
4456,Epdr1,MGI:2145369
4457,Aldh6a1,MGI:1915077
4458,Bicd2,MGI:1924145
4459,Iqsec1,MGI:1196356
4460,Pion,MGI:2442259
4461,Cdc20,MGI:1859866
4462,Nrm,MGI:2146855
4463,Ttyh1,MGI:1889007
4464,Glis3,MGI:2444289
4465,Lxn,MGI:107633
4466,Ppt1,MGI:1298204
4467,Klhl35,MGI:1919434
4468,Cblb,MGI:2146430
4469,Mcc,MGI:96930
4470,Otof,MGI:1891247
4471,Nid1,MGI:97342
4472,Ubr5,MGI:1918040
4473,Reep3,MGI:88930
4474,Inhbb,MGI:96571
4475,Ccl2,MGI:98259
4476,Grrp1,MGI:1919940
4477,Ptpro,MGI:1097152
4478,Mmd2,MGI:1922354
4479,1110004E09Rik,MGI:1915251
4480,Gpr12,MGI:101909
4481,Zfp750,MGI:2442210
4482,Kbtbd4,MGI:1914386
4483,Pgk1-rs7,MGI:97562
4484,Pgk1,MGI:97555
4485,Psmb1,MGI:104884
4486,Jam3,MGI:1933825
4487,Smarca2,MGI:99603
4488,Rab3d,MGI:97844
4489,Cpne4,MGI:1921270
4490,Accn4,MGI:2652846
4491,Zfp184,MGI:1922244
4492,Slc16a2,MGI:1203732
4493,St3gal1,MGI:98304
4494,Spock1,MGI:105371
4495,Sphkap,MGI:1924879
4496,Wdr8,MGI:1891749
4497,Slc8a2,MGI:107996
4498,Mir468,MGI:3619414
4499,Mir701,MGI:3629658
4500,Prnp,MGI:97769
4501,9030425E11Rik,MGI:1918816
4502,Dgki,MGI:2443430
4503,Ogfrl1,MGI:1917405
4504,Hs3st4,MGI:1333792
4505,Ccdc40,MGI:2443893
4506,Syn2,MGI:103020
4507,Agbl4,MGI:1918244
4508,5230400M03Rik,MGI:3026996
4509,8430408J09Rik,MGI:1914054
4510,Tnks,MGI:1341087
4511,Cacna1e,MGI:106217
4512,9930013L23Rik,MGI:2443629
4513,A930024E05Rik,MGI:1924414
4514,Rec8,MGI:1929645
4515,2010107G23Rik,MGI:1917144
4516,Ppp2r1b,MGI:1920949
4517,Dusp14,MGI:1927168
4518,Rbfox1,MGI:1926224
4519,Sh2d4b,MGI:1925182
4520,Srgap2,MGI:109605
4521,Mir466e-1,MGI:3718532
4522,Mir466b-1,MGI:3718526
4523,Mir466b-1b,MGI:3719601
4524,Mir466b-3,MGI:3718529
4525,Mir466b-1d,MGI:3719603
4526,Mir466e,MGI:3719617
4527,Mir466b-2,MGI:3718528
4528,Mir466c-3,MGI:3720021
4529,Mir466c-2,MGI:3720016
4530,Mir466b-1e,MGI:3719604
4531,Mir466b-1c,MGI:3719602
4532,Mir466c-1,MGI:3718530
4533,Mir466,MGI:3619454
4534,Mir466b-1f,MGI:3719605
4535,Rcc1,MGI:1913989
4536,Shisa6,MGI:2685725
4537,4732419C18Rik,MGI:3045379
4538,5830411J07Rik,MGI:1921992
4539,Dyrk2,MGI:1330301
4540,Mir673,MGI:3629894
4541,Mir674,MGI:3629631
4542,Inf2,MGI:1917685
4543,Osbpl5,MGI:1930265
4544,Rnd2,MGI:1338755
4545,Ptpn4,MGI:1099792
4546,Plxna4,MGI:2179061
4547,Trnp1,MGI:1916789
4548,Trak1,MGI:1914345
4549,Pde4b,MGI:99557
4550,Abcc8,MGI:1352629
4551,Cdca2,MGI:1919787
4552,Mapk1ip1,MGI:1916796
4553,Gng7,MGI:95787
4554,Gtf2h5,MGI:107227
4555,Nub1,MGI:1889001
4556,Ttc39b,MGI:1917113
4557,Ftsj3,MGI:1860295
4558,Sgtb,MGI:2444615
4559,Chrna7,MGI:99779
4560,Sybu,MGI:2442392
4561,Sec24d,MGI:1916858
4562,Gpr21,MGI:2441890
4563,Camkv,MGI:2384296
4564,Sv2b,MGI:1927338
4565,Sbf1,MGI:1925230
4566,Peli1,MGI:1914495
4567,Vrk2,MGI:1917172
4568,Lnx2,MGI:2155959
4569,Mtch1,MGI:1929261
4570,Sh3bp4,MGI:2138297
4571,Pcnx,MGI:1891924
4572,Rtn4rl2,MGI:2669796
4573,D430041D05Rik,MGI:2181743
4574,Dab2ip,MGI:1916851
4575,Angel1,MGI:1915987
4576,Vash1,MGI:2442543
4577,Stk32b,MGI:1927552
4578,Spef1,MGI:3513546
4579,Zfp703,MGI:2662729
4580,Rgs16,MGI:108407
4581,Cacna1h,MGI:1928842
4582,Neto2,MGI:1921763
4583,Fam84b,MGI:3026924
4584,Sec14l1,MGI:1921386
4585,Clcn7,MGI:1347048
4586,Ddhd1,MGI:2150302
4587,Camk2a,MGI:88256
4588,C030048B08Rik,MGI:2442653
4589,Nin,MGI:105108
4590,Carns1,MGI:2147595
4591,Cap2,MGI:1914502
4592,Baiap2,MGI:2137336
4593,A130014H13Rik,MGI:2442428
4594,Fam118a,MGI:1920475
4595,Cog1,MGI:1333873
4596,Kcnj11,MGI:107501
4597,Adamts18,MGI:2442600
4598,Ntrk3,MGI:97385
4599,Prkce,MGI:97599
4600,Ifngr2,MGI:107654
4601,Tulp4,MGI:1916092
4602,Ccdc66,MGI:2443639
4603,1110034A24Rik,MGI:1923566
4604,Smc3,MGI:1339795
4605,Snx3,MGI:1860188
4606,Slc39a12,MGI:2139274
4607,Dmd,MGI:94909
4608,Adamts19,MGI:2442875
4609,Slc41a1,MGI:2444823
4610,Tagln2,MGI:1312985
4611,Syne2,MGI:2449316
4612,LOC432971,LOC432971
4613,H28,MGI:95975
4614,Cript,MGI:1929655
4615,Echdc1,MGI:1277169
4616,Vps33a,MGI:1924823
4617,Zfyve27,MGI:1919602
4618,Ciapin1,MGI:1922083
4619,Abcg4,MGI:1890594
4620,2900011O08Rik,MGI:1914504
4621,Pla2g5,MGI:101899
4622,Ppp1r17,MGI:1333876
4623,Gnb3,MGI:95785
4624,Cstf3,MGI:1351825
4625,Copb2,MGI:1354962
4626,Hspa2,MGI:96243
4627,Mtmr7,MGI:1891693
4628,Arl8a,MGI:1915974
4629,Ggt7,MGI:1913385
4630,Atl2,MGI:1929492
4631,Acat2,MGI:87871
4632,Syngr3,MGI:1341881
4633,Gdap2,MGI:1338001
4634,Nt5c3,MGI:1927186
4635,Mad2l2,MGI:1919140
4636,Ube4a,MGI:2154580
4637,Ttl,MGI:1916987
4638,Cend1,MGI:1929898
4639,Them4,MGI:1923028
4640,Mrgpre,MGI:2441884
4641,Clcn6,MGI:1347049
4642,Csn1s2a,MGI:88542
4643,Ckap5,MGI:1923036
4644,Riok3,MGI:1914128
4645,1500032L24Rik,MGI:1916279
4646,Stk25,MGI:1891699
4647,Akap6,MGI:3050566
4648,Map4k4,MGI:1349394
4649,Insig1,MGI:1916289
4650,Lin7a,MGI:2135609
4651,Lancl2,MGI:1919085
4652,Creld1,MGI:2152539
4653,Sepw1,MGI:1100878
4654,Evi5,MGI:104736
4655,Rab2b,MGI:1923588
4656,Mmp15,MGI:109320
4657,Sms,MGI:109490
4658,Esyt1,MGI:1344426
4659,Tcf25,MGI:1914105
4660,Usp20,MGI:1921520
4661,Doc2b,MGI:1100497
4662,Zfp664,MGI:2442505
4663,Dpysl3,MGI:1349762
4664,Snap25,MGI:98331
4665,Vwa5b2,MGI:2681859
4666,Pnma2,MGI:2444129
4667,Ncald,MGI:1196326
4668,5031439G07Rik,MGI:2444899
4669,Iqsec3,MGI:2677208
4670,Ppm1h,MGI:2442087
4671,Snrpg,MGI:1915261
4672,Mrps30,MGI:1926237
4673,Haus3,MGI:2387633
4674,Cirh1a,MGI:1096573
4675,Noc3l,MGI:1932610
4676,Slc10a4,MGI:3606480
4677,Agk,MGI:1917173
4678,Htr3b,MGI:1861899
4679,Nceh1,MGI:2443191
4680,Stx7,MGI:1858210
4681,Dlg2,MGI:1344351
4682,Kif5c,MGI:1098269
4683,Gnl2,MGI:2385207
4684,Stmn2,MGI:98241
4685,Xkr6,MGI:2447765
4686,Diablo,MGI:1913843
4687,Mum1,MGI:1915364
4688,Rgl2,MGI:107483
4689,Gsn,MGI:95851
4690,Ina,MGI:96568
4691,Ampd3,MGI:1096344
4692,Dlgap4,MGI:2138865
4693,Celsr3,MGI:1858236
4694,Tln2,MGI:1917799
4695,Galnt6,MGI:1891640
4696,Gap43,MGI:95639
4697,Dner,MGI:2152889
4698,Gjd2,MGI:1334209
4699,Reep2,MGI:2385070
4700,Ilf2,MGI:1915031
4701,Rgnef,MGI:1346016
4702,Cul2,MGI:1918995
4703,Ccdc92,MGI:106485
4704,Gcnt2,MGI:1100870
4705,Tmem179,MGI:2144891
4706,Cdipt,MGI:105491
4707,Lnp,MGI:1918115
4708,Kcnc4,MGI:96670
4709,Tecr,MGI:1915408
4710,Jph4,MGI:2443113
4711,Klhl28,MGI:1913939
4712,Mrpl54,MGI:1913297
4713,Diras1,MGI:2183442
4714,Apc,MGI:88039
4715,Ptprn,MGI:102765
4716,Atp6v0c,MGI:88116
4717,Lrp11,MGI:2442989
4718,Hsp90aa1,MGI:96250
4719,Rps6ka2,MGI:1342290
4720,Clec3a,MGI:2685642
4721,Srpx,MGI:1858306
4722,Mtss1l,MGI:3039591
4723,Ptprv,MGI:108027
4724,Gm3579,MGI:3781756
4725,Slc35e3,MGI:2448489
4726,Col9a2,MGI:88466
4727,Ibsp,MGI:96389
4728,Metrnl,MGI:2384806
4729,LOC433482,LOC433482
4730,Sgcb,MGI:1346523
4731,Anapc4,MGI:1098673
4732,Kri1,MGI:2384899
4733,Rapgef6,MGI:2384761
4734,Hspa4l,MGI:107422
4735,Ttbk1,MGI:2147036
4736,Thumpd3,MGI:1277973
4737,Sh3gl1,MGI:700010
4738,Ufc1,MGI:1913405
4739,Dtymk,MGI:108396
4740,Haus1,MGI:2385076
4741,Acot13,MGI:1914084
4742,Syt13,MGI:1933945
4743,Sil1,MGI:1932040
4744,Rpn1,MGI:98084
4745,Cisd1,MGI:1261855
4746,Col14a1,MGI:1341272
4747,Thbd,MGI:98736
4748,Acadvl,MGI:895149
4749,Clca5,MGI:2139758
4750,Add3,MGI:1351615
4751,Micall2,MGI:2444818
4752,Mospd1,MGI:1917630
4753,Man2b2,MGI:1195262
4754,Pole2,MGI:1197514
4755,Spa17,MGI:1333778
4756,Dnahc9,MGI:1289279
4757,Lgmn,MGI:1330838
4758,Slc24a5,MGI:2677271
4759,Nsun7,MGI:1918168
4760,Efhb,MGI:3045296
4761,Dnahc12,MGI:107720
4762,Dnahc6,MGI:107744
4763,Nek5,MGI:2142824
4764,Tctn3,MGI:1914840
4765,Akd1,MGI:2685080
4766,S100a4,MGI:1330282
4767,Matn2,MGI:109613
4768,Rd3,MGI:1921273
4769,Atp11c,MGI:1859661
4770,Naga,MGI:1261422
4771,4932425I24Rik,MGI:2443598
4772,Armc2,MGI:1916449
4773,Rsph3b,MGI:3630308
4774,Rsph3a,MGI:1914082
4775,Fam161a,MGI:1921123
4776,Hydin,MGI:2389007
4777,Baiap2l1,MGI:1914148
4778,Plekha4,MGI:1916467
4779,Clybl,MGI:1916884
4780,Hfe,MGI:109191
4781,Dnali1,MGI:1922813
4782,Efhc1,MGI:1919127
4783,E230008N13Rik,MGI:2685871
4784,Wdr78,MGI:2385328
4785,Eno4,MGI:2441717
4786,Slc7a10,MGI:1858261
4787,Slc7a11,MGI:1347355
4788,Slco1a4,MGI:1351896
4789,Dnaja4,MGI:1927638
4790,Mdfic,MGI:104611
4791,Myo7a,MGI:104510
4792,Dalrd3,MGI:1915039
4793,Tekt4,MGI:1919090
4794,1110059M19Rik,MGI:1916050
4795,AK129341,MGI:2680221
4796,Mlf1,MGI:1341819
4797,Wdr90,MGI:1921267
4798,Mrps6,MGI:2153111
4799,Slc4a2,MGI:109351
4800,Car12,MGI:1923709
4801,Lrrc46,MGI:1916547
4802,Efcab2,MGI:1915476
4803,Kif9,MGI:1098237
4804,Cd82,MGI:104651
4805,4930563D23Rik,MGI:1922578
4806,Ift122,MGI:1932386
4807,Wdr63,MGI:3045269
4808,Kif27,MGI:1922300
4809,Kif6,MGI:1098238
4810,C1qtnf5,MGI:2385958
4811,Col4a1,MGI:88454
4812,Mir449a,MGI:3619407
4813,Mir204,MGI:2676879
4814,Itga8,MGI:109442
4815,Slc16a10,MGI:1919722
4816,Fxyd1,MGI:1889273
4817,Frmpd4,MGI:3042378
4818,Slc4a5,MGI:2443220
4819,Ccdc108,MGI:2444274
4820,Mum1l1,MGI:2445062
4821,Tmtc1,MGI:3039590
4822,Mir448,MGI:3619406
4823,Plcd3,MGI:107451
4824,Slc16a4,MGI:2385183
4825,Fgfbp1,MGI:1096350
4826,Syt9,MGI:1926373
4827,Tmem72,MGI:2442707
4828,Ugt1a6a,MGI:2137698
4829,Lrrc34,MGI:1919077
4830,Wdr96,MGI:1289258
4831,Ccdc19,MGI:1919120
4832,Ccdc30,MGI:1920582
4833,Maf,MGI:96909
4834,Rsph4a,MGI:3027894
4835,D430018E03Rik,MGI:3045245
4836,Tsnaxip1,MGI:1919486
4837,Ttc18,MGI:1923920
4838,Cdc40,MGI:1918963
4839,Hus1,MGI:1277962
4840,1700009P17Rik,MGI:1922722
4841,Wfikkn2,MGI:2669209
4842,Lrrc51,MGI:1916608
4843,Ccdc135,MGI:2685616
4844,Ccdc164,MGI:2685906
4845,Tor3a,MGI:1353652
4846,Slco1a5,MGI:1351865
4847,Ccdc60,MGI:2141043
4848,Fam154b,MGI:1914618
4849,Usp32,MGI:2144475
4850,Fam81b,MGI:2685122
4851,Wdr52,MGI:1277238
4852,Npnt,MGI:2148811
4853,Myo5b,MGI:106598
4854,Iqgap1,MGI:1352757
4855,Dap,MGI:1918190
4856,Slc2a13,MGI:2146030
4857,Me2,MGI:2147351
4858,Pigo,MGI:1861452
4859,Sftpd,MGI:109515
4860,Copa,MGI:1334462
4861,Sec11c,MGI:1913536
4862,Gpr89,MGI:1914799
4863,Fads3,MGI:1928740
4864,Rab4b,MGI:105071
4865,Gm16515,MGI:1344388
4866,Aspa,MGI:87914
4867,Mir412,MGI:3619400
4868,Ptgis,MGI:1097156
4869,Psma1,MGI:1347005
4870,Fancc,MGI:95480
4871,Bcl2a1a,MGI:102687
4872,2010106G01Rik,MGI:1913802
4873,Copg,MGI:1858696
4874,Slc30a5,MGI:1916298
4875,Sec23a,MGI:1349635
4876,Ccpg1,MGI:1196419
4877,Tmco1,MGI:1921173
4878,Dapk2,MGI:1341297
4879,Golga2,MGI:2139395
4880,Pdia5,MGI:1919849
4881,Kctd10,MGI:2141207
4882,Leprel4,MGI:1913430
4883,Rhbdl2,MGI:3608413
4884,Ak4,MGI:87979
4885,Sema3d,MGI:1860118
4886,Tmod3,MGI:1355315
4887,Lrrc15,MGI:1921738
4888,Cercam,MGI:2139134
4889,Mir686,MGI:3629913
4890,Flnb,MGI:2446089
4891,Inpp5a,MGI:2686961
4892,Slc35b1,MGI:1343133
4893,Sec61a1,MGI:1858417
4894,Sh3pxd2a,MGI:1298393
4895,Ube2j1,MGI:1926245
4896,Ndel1,MGI:1932915
4897,Tspan11,MGI:1915748
4898,Slc8a3,MGI:107976
4899,Col24a1,MGI:1918605
4900,Mir670,MGI:3629629
4901,Chst12,MGI:1929064
4902,Abhd1,MGI:1931013
4903,Stt3a,MGI:105124
4904,Hs3st3a1,MGI:1333861
4905,Adamts12,MGI:2146046
4906,Mlec,MGI:1924015
4907,Lrrc16a,MGI:1915982
4908,Creld2,MGI:1923987
4909,C2cd2l,MGI:1919014
4910,Slc7a5,MGI:1298205
4911,Ankrd24,MGI:1890394
4912,Lamb1,MGI:96743
4913,Hs3st2,MGI:1333802
4914,Tmem22,MGI:2685365
4915,Ier2,MGI:104815
4916,Enpep,MGI:106645
4917,Myo5c,MGI:2442485
4918,Adad1,MGI:103258
4919,Tecta,MGI:109575
4920,Tnfaip2,MGI:104960
4921,BC016548,MGI:2448478
4922,Gm6537,MGI:3645242
4923,Otog,MGI:1202064
4924,Ralgapa2,MGI:3036245
4925,Sema3e,MGI:1340034
4926,4931408A02Rik,MGI:1918217
4927,Ces1d,MGI:2148202
4928,Mov10l1,MGI:1891384
4929,Acta1,MGI:87902
4930,Ddit4l,MGI:1920534
4931,Ece1,MGI:1101357
4932,Ptgs1,MGI:97797
4933,Begain,MGI:3044626
4934,Stam2,MGI:1929100
4935,Dyrk1a,MGI:1330299
4936,Cdh3,MGI:88356
4937,Col17a1,MGI:88450
4938,Wnt6,MGI:98960
4939,Cabp4,MGI:1920910
4940,Ctse,MGI:107361
4941,Dynll2,MGI:1915347
4942,Psd4,MGI:2674093
4943,Atp6v1g1,MGI:1913540
4944,4931406C07Rik,MGI:1918234
4945,Clk3,MGI:1098670
4946,Ankrd43,MGI:2687280
4947,Grid1,MGI:95812
4948,Cntn6,MGI:1858223
4949,Insig2,MGI:1920249
4950,Dstyk,MGI:1925064
4951,Mfng,MGI:1095404
4952,Tlx2,MGI:1350935
4953,Insc,MGI:1917942
4954,Scn10a,MGI:108029
4955,Pdcd2,MGI:104643
4956,Wdr11,MGI:1920230
4957,Kera,MGI:1202398
4958,Mtx1,MGI:103025
4959,Reps1,MGI:1196373
4960,Serf2,MGI:1337041
4961,Selm,MGI:2149786
4962,Sec13,MGI:99832
4963,Ppp1r14b,MGI:107682
4964,Ssr2,MGI:1913506
4965,Cstad,MGI:1925867
4966,Thsd4,MGI:2672033
4967,Cer1,MGI:1201414
4968,Lefty1,MGI:107405
4969,Sbno2,MGI:2448490
4970,Slc22a3,MGI:1333817
4971,A430107O13Rik,MGI:2444814
4972,Cwc25,MGI:1914730
4973,Sept8,MGI:894310
4974,Angptl4,MGI:1888999
4975,Des,MGI:94885
4976,Chrna1,MGI:87885
4977,Eif2s3x,MGI:1349431
4978,Zcchc5,MGI:2685221
4979,Hspb3,MGI:1928479
4980,2310034C09Rik,MGI:2152338
4981,Hspb2,MGI:1916503
4982,Casp4,MGI:107700
4983,Itgb1bp2,MGI:1353420
4984,Chrnb1,MGI:87890
4985,Egfl6,MGI:1858599
4986,Mup4,MGI:97236
4987,Gjd4,MGI:2444990
4988,Tmod4,MGI:1355285
4989,Ccl7,MGI:99512
4990,Itga7,MGI:102700
4991,Lrrn4,MGI:2445154
4992,Bin1,MGI:108092
4993,Flnc,MGI:95557
4994,Fgfr4,MGI:95525
4995,Mypn,MGI:1916052
4996,Ak1,MGI:87977
4997,2310045N14Rik,MGI:1924005
4998,Tnnc2,MGI:98780
4999,Ncoa1,MGI:1276523
5000,Tceal3,MGI:1913354
5001,Gm7325,MGI:3649059
5002,Mirg,MGI:3781106
5003,Podxl,MGI:1351317
5004,Cav3,MGI:107570
5005,Gfod2,MGI:1917825
5006,Myoz1,MGI:1929471
5007,Pgam2,MGI:1933118
5008,Myl1,MGI:97269
5009,C920008G01Rik,MGI:2444626
5010,Srl,MGI:2146620
5011,Synpo2l,MGI:1916010
5012,Mamld1,MGI:3045303
5013,Ccdc109a,MGI:3026965
5014,Mybph,MGI:1858196
5015,Musk,MGI:103581
5016,Myom2,MGI:1328358
5017,Nnt,MGI:109279
5018,Chchd2,MGI:1261428
5019,Dbx1,MGI:94867
5020,Tnmd,MGI:1929885
5021,Mustn1,MGI:1913425
5022,Gm2515,MGI:3780682
5023,Afap1l1,MGI:2147199
5024,Igdcc4,MGI:1858497
5025,Rapsn,MGI:99422
5026,Obscn,MGI:2681862
5027,Ampd1,MGI:88015
5028,Ryr1,MGI:99659
5029,Pou3f2,MGI:101895
5030,Ankfy1,MGI:1337008
5031,Id1,MGI:96396
5032,Plp1,MGI:97623
5033,Wnt8b,MGI:109485
5034,Sim2,MGI:98307
5035,Pou4f3,MGI:102523
5036,Trim35,MGI:1914104
5037,Mrps17,MGI:1913508
5038,Nkx2-1,MGI:108067
5039,Zic4,MGI:107201
5040,Zic5,MGI:1929518
5041,Crip2,MGI:1915587
5042,Pdlim3,MGI:1859274
5043,Zfhx2,MGI:2686934
5044,Wnt3a,MGI:98956
5045,Nme1,MGI:97355
5046,Gpx1,MGI:104887
5047,Fgfr1,MGI:95522
5048,Fgfr3,MGI:95524
5049,Fgf18,MGI:1277980
5050,Nr2f1,MGI:1352451
5051,Rtn2,MGI:107612
5052,Spon1,MGI:2385287
5053,Mtap2,MGI:97175
5054,Lrdd,MGI:1889507
5055,Xlr3a,MGI:109506
5056,Ablim3,MGI:2442582
5057,Mir452,MGI:3619450
5058,Onecut3,MGI:1891409
5059,Fnbp1l,MGI:1925642
5060,Ppp1r1a,MGI:1889595
5061,Pip4k2b,MGI:1934234
5062,Nap1l5,MGI:1923555
5063,Ubash3b,MGI:1920078
5064,Dos,MGI:1354170
5065,Slc32a1,MGI:1194488
5066,Mir485,MGI:3619422
