Accession	Title	Gene Symbol	Stage	User Stage	EMAGE Submission Accession	Authors
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Htra1	TS13	8.5 dpc	EMAGE:23713	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Igfbp5	TS13	8.5 dpc	EMAGE:23720	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Klhl32	TS13	8.5 dpc	EMAGE:23723	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Lrig1	TS13	8.5 dpc	EMAGE:23727	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Malat1	TS13	8.5 dpc	EMAGE:23730	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	St8sia6	TS13	8.5 dpc	EMAGE:23764	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Nudt18	TS13	8.5 dpc	EMAGE:23733	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ndrg1	TS13	8.5 dpc	EMAGE:23734	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Pcdhb22	TS13	8.5 dpc	EMAGE:23737	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Moxd1	TS13	8.5 dpc	EMAGE:23739	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Myom2	TS13	8.5 dpc	EMAGE:23741	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Pkd1l1	TS13	8.5 dpc	EMAGE:23742	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Pomc	TS13	8.5 dpc	EMAGE:23744	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Rab20	TS13	8.5 dpc	EMAGE:23745	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ripk4	TS13	8.5 dpc	EMAGE:23750	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sepp1	TS13	8.5 dpc	EMAGE:23751	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sostdc1	TS13	8.5 dpc	EMAGE:23753	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Spink3	TS13	8.5 dpc	EMAGE:23754	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sulf1	TS13	8.5 dpc	EMAGE:23756	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tekt1	TS13	8.5 dpc	EMAGE:23758	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Scara3	TS13	8.5 dpc	EMAGE:23760	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sdsl	TS13	8.5 dpc	EMAGE:23761	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Cdo1	TS13	8.5 dpc	EMAGE:23841	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tmem100	TS13	8.5 dpc	EMAGE:23767	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Trim63	TS13	8.5 dpc	EMAGE:23777	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tgm2	TS13	8.5 dpc	EMAGE:23778	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Trp53inp1	TS13	8.5 dpc	EMAGE:23783	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	X99384	TS13	8.5 dpc	EMAGE:23789	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Vtn	TS13	8.5 dpc	EMAGE:23790	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Wif1	TS13	8.5 dpc	EMAGE:23792	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Xlr4a	TS13	8.5 dpc	EMAGE:23794	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Zfp688	TS13	8.5 dpc	EMAGE:23796	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Mmp15	TS13	8.5 dpc	EMAGE:23799	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Trf	TS13	8.5 dpc	EMAGE:23803	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Xlr5c	TS13	8.5 dpc	EMAGE:23808	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Cnpy1	TS13	8.5 dpc	EMAGE:23809	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Clu	TS13	8.5 dpc	EMAGE:23813	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	3021401C12Rik	TS13	8.5 dpc	EMAGE:23824	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Arl14	TS13	8.5 dpc	EMAGE:23833	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Rassf10	TS14	8.5 dpc	EMAGE:21764	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Chl1	TS13	8.5 dpc	EMAGE:23843	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Clcn2	TS13	8.5 dpc	EMAGE:23844	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Cpn1	TS13	8.5 dpc	EMAGE:23845	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ddx58	TS13	8.5 dpc	EMAGE:23849	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Epb4.1l3	TS13	8.5 dpc	EMAGE:23857	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Gsn	TS13	8.5 dpc	EMAGE:23859	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Mnx1	TS13	8.5 dpc	EMAGE:23865	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Kdelr3	TS13	8.5 dpc	EMAGE:23867	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Klhl8	TS13	8.5 dpc	EMAGE:23869	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Krt7	TS13	8.5 dpc	EMAGE:23870	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Lrrn1	TS13	8.5 dpc	EMAGE:23871	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Nepn	TS13	8.5 dpc	EMAGE:23875	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Piwil4	TS13	8.5 dpc	EMAGE:23877	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Rassf9	TS13	8.5 dpc	EMAGE:23881	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	1700027A23Rik	TS14	8.5 dpc	EMAGE:21752	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Lypd6b	TS14	8.5 dpc	EMAGE:21755	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Lrig3	TS14	8.5 dpc	EMAGE:23728	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Pm20d1	TS14	8.5 dpc	EMAGE:21765	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	4932702M13Rik	TS14	8.5 dpc	EMAGE:21768	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ism1	TS14	8.5 dpc	EMAGE:21771	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Eno4	TS14	8.5 dpc	EMAGE:21772	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Fam70a	TS14	8.5 dpc	EMAGE:21773	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	AI661453	TS14	8.5 dpc	EMAGE:21777	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	March3	TS14	8.5 dpc	EMAGE:21778	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Aim1	TS14	8.5 dpc	EMAGE:21779	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Arl4a	TS14	8.5 dpc	EMAGE:21781	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Atp9a	TS14	8.5 dpc	EMAGE:21792	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Defa-rs1	TS14	8.5 dpc	EMAGE:21822	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Dpyd	TS14	8.5 dpc	EMAGE:21825	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Gng4	TS14	8.5 dpc	EMAGE:23702	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Il17rd	TS14	8.5 dpc	EMAGE:23708	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Jakmip1	TS14	8.5 dpc	EMAGE:23722	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Klhl6	TS14	8.5 dpc	EMAGE:23724	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Dleu7	TS14	9.0 dpc	EMAGE:21812	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ltbp3	TS14	8.5 dpc	EMAGE:23729	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sostdc1	TS14	8.5 dpc	EMAGE:23763	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tmem176b	TS14	8.5 dpc	EMAGE:23781	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Zbtb4	TS14	8.5 dpc	EMAGE:23795	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Zyx	TS14	8.5 dpc	EMAGE:23797	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Defa-rs2	TS14	8.5 dpc	EMAGE:23812	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Smox	TS12	8.8 dpc	EMAGE:23885	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sel1l3	TS14	9.0 dpc	EMAGE:21757	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	3021401C12Rik	TS14	9.0 dpc	EMAGE:21762	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	4933404M02Rik	TS14	9.0 dpc	EMAGE:21769	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Adcy8	TS14	9.0 dpc	EMAGE:21776	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Parm1	TS14	9.0 dpc	EMAGE:21783	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Alcam	TS14	9.0 dpc	EMAGE:21785	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Bicc1	TS14	9.0 dpc	EMAGE:21790	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Cdo1	TS14	9.0 dpc	EMAGE:21799	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Car3	TS14	9.0 dpc	EMAGE:21809	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tmem176a	TS14	9.0 dpc	EMAGE:23780	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Dmgdh	TS14	9.0 dpc	EMAGE:21816	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Synm	TS14	9.0 dpc	EMAGE:21818	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Lpar3	TS14	9.0 dpc	EMAGE:21827	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Grik3	TS14	9.0 dpc	EMAGE:23685	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Emp2	TS14	9.0 dpc	EMAGE:23690	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Ttc6	TS14	9.0 dpc	EMAGE:23696	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Hdc	TS14	9.0 dpc	EMAGE:23718	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Mnx1	TS14	9.0 dpc	EMAGE:23719	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Igfbp5	TS14	9.0 dpc	EMAGE:23721	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Nepn	TS14	9.0 dpc	EMAGE:23735	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Osbpl5	TS14	9.0 dpc	EMAGE:23736	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Moxd1	TS14	9.0 dpc	EMAGE:23740	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Synpo	TS14	9.0 dpc	EMAGE:23757	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	St8sia6	TS14	9.0 dpc	EMAGE:23765	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tgm2	TS14	9.0 dpc	EMAGE:23774	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tmem100	TS14	9.0 dpc	EMAGE:23779	Tamplin OJ, Cox BJ, Rossant J
PMID:11804787	Interdigital apoptosis and downregulation of BAG-1 expression in mouse autopods.	Bag1	TS17	10.5 dpc	EMAGE:4671	Crocoll A, Herzer U, Ghyselinck NB, Chambon P, Cato AC
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tox	TS14	9.0 dpc	EMAGE:23782	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Wif1	TS14	9.0 dpc	EMAGE:23793	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Cpn1	TS14	9.0 dpc	EMAGE:23804	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Tcf15	TS14	9.0 dpc	EMAGE:23806	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	1600029D21Rik	TS14	9.0 dpc	EMAGE:23811	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Grik3	TS14	9.0 dpc	EMAGE:23861	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Sepp1	TS15	9.5 dpc	EMAGE:23762	Tamplin OJ, Cox BJ, Rossant J
PMID:22008794	Integrated microarray and ChIP analysis identifies multiple Foxa2 dependent target genes in the notochord.	Vtn	TS15	9.5 dpc	EMAGE:23791	Tamplin OJ, Cox BJ, Rossant J
PMID:14516674	Integrin expression patterns during early limb muscle development in the mouse.	Itga6	TS15	26 Somite no.	EMAGE:3517	Bajanca F; Thorsteinsdottir S
PMID:12671688	Integrin-linked kinase regulates chondrocyte shape and proliferation.	Ilk	TS17	10.5 dpc	EMAGE:5800	Grashoff C, Aszódi A, Sakai T, Hunziker EB, Fässler R
PMID:15366018	Integrins in the mouse myotome: developmental changes and differences between the epaxial and hypaxial lineage.	Itga4	TS17	10.5 dpc	EMAGE:4407	Bajanca F, Luz M, Duxson MJ, Thorsteinsdottir S
PMID:15366018	Integrins in the mouse myotome: developmental changes and differences between the epaxial and hypaxial lineage.	Itga5	TS17	10.5 dpc	EMAGE:4409	Bajanca F, Luz M, Duxson MJ, Thorsteinsdottir S
PMID:15366018	Integrins in the mouse myotome: developmental changes and differences between the epaxial and hypaxial lineage.	Myl4	TS15	9.5 dpc	EMAGE:4410	Bajanca F, Luz M, Duxson MJ, Thorsteinsdottir S
PMID:15366018	Integrins in the mouse myotome: developmental changes and differences between the epaxial and hypaxial lineage.	Itga4	TS16	9.5 dpc	EMAGE:4408	Bajanca F, Luz M, Duxson MJ, Thorsteinsdottir S
PMID:14529612	Interaction of the MAGUK family member Acvrinp1 and the cytoplasmic domain of the Notch ligand Delta1.	Magi2	TS18	11.5 dpc	EMAGE:4529	Pfister S, Przemeck GK, Gerber JK, Beckers J, Adamski J, Hrabe de Angelis M
PMID:9331329	Interspecies exchange of a Hoxd enhancer in vivo induces premature transcription and anterior shift of the sacrum.	Hoxd11	TS15	9 (late) dpc	EMAGE:3990	Gerard M, Zakany J, Duboule D
PMID:9331329	Interspecies exchange of a Hoxd enhancer in vivo induces premature transcription and anterior shift of the sacrum.	Hoxd11	TS14	9 dpc	EMAGE:3989	Gerard M, Zakany J, Duboule D
PMID:9331329	Interspecies exchange of a Hoxd enhancer in vivo induces premature transcription and anterior shift of the sacrum.	Hoxd11	TS15	9 dpc	EMAGE:3991	Gerard M, Zakany J, Duboule D
PMID:9331329	Interspecies exchange of a Hoxd enhancer in vivo induces premature transcription and anterior shift of the sacrum.	Hoxd11	TS14	9.0 dpc	EMAGE:3988	Gerard M, Zakany J, Duboule D
PMID:12761855	Intracellular calcium plays an essential role in cardiac development.	Myh6	TS15	9.5 dpc	EMAGE:4695	Porter GA, Makuck RF, Rivkees SA
PMID:12761855	Intracellular calcium plays an essential role in cardiac development.	Tagln	TS15	9.5 dpc	EMAGE:5122	Porter GA, Makuck RF, Rivkees SA
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS16	10 dpc	EMAGE:3285	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS16	10.5 dpc	EMAGE:1047	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp6	TS16	10.5 dpc	EMAGE:1050	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS17	10.5 dpc	EMAGE:3286	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS17	10.5 dpc	EMAGE:3287	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS17	10.5 dpc	EMAGE:3288	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp6	TS17	10.5 dpc	EMAGE:3289	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS15	25 Somite no.	EMAGE:989	Jones CM, Lyons KM, Hogan BL
PMID:1893873	Involvement of Bone Morphogenetic Protein-4 (BMP-4) and Vgr-1 in morphogenesis and neurogenesis in the mouse.	Bmp4	TS11	7.5 dpc	EMAGE:256	Jones CM, Lyons KM, Hogan BL
PMID:11472847	Irx1 and Irx2 expression in early lung development.	Gli3	TS16	10.5 dpc	EMAGE:5374	Becker MB, Zulch A, Bosse A, Gruss P
PMID:9342050	Isoform-specific expression and function of neuregulin.	Nrg1	TS16	10.0 dpc	EMAGE:693	Meyer D, Yamaai T, Garratt A, Riethmacher-Sonnenberg E, Kane D, Theill LE, Birchmeier C
PMID:9342050	Isoform-specific expression and function of neuregulin.	Nefm	TS17	10.5 dpc	EMAGE:1245	Meyer D, Yamaai T, Garratt A, Riethmacher-Sonnenberg E, Kane D, Theill LE, Birchmeier C
PMID:9342050	Isoform-specific expression and function of neuregulin.	Erbb3	TS17	10.5 dpc	EMAGE:4595	Meyer D, Yamaai T, Garratt A, Riethmacher-Sonnenberg E, Kane D, Theill LE, Birchmeier C
